link,Subject,id,author
078211.html,[Rd] Recommended Reading: Advanced R Second Edition,78211,Juan Telleria Ruiz de Aguirre
078126.html,[Rd] methods package: A _R_CHECK_LENGTH_1_LOGIC2_=true error,78126,Suharto Anggono Suharto Anggono
078246.html,[Rd] R evolution suggestion request,78246,neonira Arinoem
078172.html,[Rd]  Possible bug in `class&lt;-` when a class-specific '[[.' method is defined,78172,Rui Barradas
078177.html,[Rd]  Possible bug in `class&lt;-` when a class-specific '[[.' method is defined,78177,Rui Barradas
078207.html,[Rd] inconsistent behaviour of c(...),78207,Rui Barradas
078208.html,[Rd] inconsistent behaviour of c(...),78208,Rui Barradas
078151.html,[Rd] strange increase in the reference number,78151,Gabriel Becker
078153.html,[Rd]  head.matrix can return 1000s of columns -- limit to n or add new argument?,78153,Gabriel Becker
078190.html,[Rd] Convert STRSXP or INTSXP to factor,78190,Gabriel Becker
078204.html,[Rd] ALTREP wrappers and factors,78204,Gabriel Becker
078226.html,[Rd] Any plans for ALTREP lists (VECSXP)?,78226,Gabriel Becker
078233.html,[Rd] [External] Re:  Any plans for ALTREP lists (VECSXP)?,78233,Gabriel Becker
078234.html,[Rd] [External] Re:  Any plans for ALTREP lists (VECSXP)?,78234,Gabriel Becker
078227.html,[Rd] Writing files with long paths on Windows fails even after enabling long paths,78227,Kenny Bell
078201.html,[Rd] ALTREP wrappers and factors,78201,"Bemis, Kylie"
078223.html,[Rd] Any plans for ALTREP lists (VECSXP)?,78223,"Bemis, Kylie"
078229.html,[Rd] difficulty with sanitizer using bigmemory,78229,Henrik Bengtsson
078123.html,[Rd] trivial typos in man/switch.Rd,78123,Ben Bolker
078219.html,[Rd] [External] Re: quiet namespace load is noisy,78219,Ben Bolker
078115.html,[Rd] methods package: A _R_CHECK_LENGTH_1_LOGIC2_=true,78115,Georgi Boshnakov
078119.html,[Rd] eliminate a partial argument match warning in R CMD check,78119,Jennifer Bryan
078193.html,[Rd] What is the best way to determine the version of an `.rds`?,78193,Jennifer Bryan
078247.html,[Rd] Is win-builder development branch down?,78247,Dev Chakraborty
078168.html,[Rd] Unexpected behaviour when comparing (==) long quoted expressions,78168,Daniel Chen
078196.html,[Rd] Unexpected behaviour when comparing (==) long quoted expressions,78196,Daniel Chen
078210.html,[Rd] Use of restricted c++ keywords as variable names in headers,78210,Travers Ching
078143.html,[Rd] head.matrix can return 1000s of columns -- limit to n or add new argument?,78143,Michael Chirico
078108.html,[Rd] Making R CMD nicer,78108,G&#225;bor Cs&#225;rdi
078127.html,[Rd] R 3.6.1 is released,78127,Peter Dalgaard
078147.html,[Rd] Determining the exit code of an &quot;almost finished&quot; R script,78147,Gergely Dar&#243;czi
078183.html,[Rd] Potential bug with data.frame replacement,78183,William Dunlap
078129.html,[Rd] CRAN down ?,78129,Dirk Eddelbuettel
078179.html,[Rd] R-Forge &gt; GitHub?,78179,Dirk Eddelbuettel
078182.html,[Rd] GitHub passwords in .git/config?,78182,Dirk Eddelbuettel
078236.html,[Rd] install packages with missing pkg argument,78236,Ant F
078239.html,[Rd] install packages with missing pkg argument,78239,Ant F
078241.html,[Rd] install packages with missing pkg argument,78241,Ant F
078185.html,[Rd] Unexpected behaviour when comparing (==) long quoted expressions,78185,Clark Fitzgerald
078165.html,[Rd] Possible bug in `class&lt;-` when a class-specific '[[.' method is defined,78165,Ghiggi Gionata
078200.html,[Rd] MKL with latest Rs,78200,Robert B. Gramacy
078265.html,[Rd] MKL with latest Rs,78265,Robert B. Gramacy
078111.html,[Rd] R-Forge &gt; GitHub?,78111,Spencer Graves
078125.html,[Rd] R-Forge &gt; GitHub?,78125,Spencer Graves
078158.html,[Rd] .travis.yml ... most likely included in error,78158,Spencer Graves
078161.html,[Rd] .travis.yml ... most likely included in error,78161,Spencer Graves
078162.html,[Rd] R-Forge &gt; GitHub?,78162,Spencer Graves
078181.html,[Rd] GitHub passwords in .git/config?,78181,Spencer Graves
078187.html,[Rd] GitHub passwords in .git/config?,78187,Spencer Graves
078189.html,[Rd] GitHub passwords in .git/config?,78189,Spencer Graves
078195.html,[Rd]  [External]  Mitigating Stalls Caused by Call Deparse on Error,78195,Lionel Henry
078217.html,[Rd] quiet namespace load is noisy,78217,Lionel Henry
078121.html,[Rd] eliminate a partial argument match warning in R CMD check,78121,Kurt Hornik
078124.html,[Rd] trivial typos in man/switch.Rd,78124,Kurt Hornik
078212.html,[Rd] Addition of a meta viewport tag to HTML manuals,78212,Kurt Hornik
078214.html,[Rd] Addition of a meta viewport tag to HTML manuals,78214,Kurt Hornik
078149.html,[Rd] strange increase in the reference number,78149,King Jiefei
078178.html,[Rd] strange increase in the reference number,78178,King Jiefei
