link,Subject,id,author
038967.html,[Rd] S3 fonctions for object of S4 class,38967,Franck Arnaud
042388.html,[Rd] Speed of runif() on different Operating Systems,42388,Martin Becker
042435.html,[Rd] Speed of runif() on different Operating Systems,42435,Martin Becker
042440.html,[Rd] Speed of runif() on different Operating Systems,42440,Martin Becker
042442.html,[Rd] Speed of runif() on different Operating Systems,42442,Martin Becker
038846.html,[Rd] In memory caching algorithm,38846,Henrik Bengtsson
038858.html,[Rd] Data frames and row names,38858,Henrik Bengtsson
038861.html,[Rd] Data frames and row names,38861,Henrik Bengtsson
038906.html,[Rd] sort changes datatype of operand,38906,Henrik Bengtsson
038925.html,"[Rd] Suggestion: seek(..., rw=&quot;last&quot;) instead of seek(..., rw=&quot;&quot;)",38925,Henrik Bengtsson
042459.html,[Rd] S4 Methods dispatch,42459,Henrik Bengtsson
042464.html,[Rd] S4 Methods dispatch,42464,Henrik Bengtsson
042476.html,[Rd] Wish: keep names in mapply() result,42476,Charles C. Berry
042384.html,[Rd] S4 classes and objects -- fixed structure? No...,42384,J &#246; rg Beyer
042389.html,[Rd] S4 classes and objects -- fixed structure? No...,42389,J &#246; rg Beyer
038702.html,[Rd] Artefacts in (screen viewed) PDF output,38702,Roger Bivand
038728.html,[Rd] Artefacts in (screen viewed) PDF output,38728,Roger Bivand
042441.html,[Rd] Inaccuracy in seq() (PR#9189),42441,Roger Bivand
042492.html,[Rd] S4 changes - sp fails,42492,Roger Bivand
038902.html,[Rd] sort changes datatype of operand (PR#9121),38902,"Brahm, David"
038962.html,[Rd] Strict seq: a recommendation,38962,"Brahm, David"
038774.html,[Rd] proposal for lower.tri and upper.tri value argument,38774,Patrick Burns
038782.html,[Rd] proposal for lower.tri and upper.tri value argument,38782,Patrick Burns
038811.html,[Rd] S4 object type (Was: S4 object type available for testing),38811,John Chambers
038930.html,[Rd] S4 'object is not subsettable' in prototype,38930,John Chambers
038939.html,[Rd] S4 'object is not subsettable' in prototype,38939,John Chambers
038959.html,[Rd] [R] Successive subsets from a vector?,38959,John Chambers
039003.html,[Rd] &quot;+&quot; for character method...,39003,John Chambers
042448.html,[Rd] S4 Methods dispatch,42448,John Chambers
042460.html,[Rd] S4 Methods dispatch,42460,John Chambers
042463.html,[Rd] S4 Methods dispatch,42463,John Chambers
038699.html,[Rd] R | vnc | X11 fonts,38699,Evan Cooch
038701.html,[Rd] compiling R | multi-Opteron | BLAS source,38701,Evan Cooch
038749.html,[Rd] Check for interrupts,38749,Gabor Csardi
038864.html,[Rd] how to include a windows dll in a package,38864,Gabor Csardi
038866.html,[Rd] how to include a windows dll in a package,38866,Gabor Csardi
038868.html,[Rd] how to include a windows dll in a package,38868,Gabor Csardi
038891.html,[Rd] how to include a windows dll in a package,38891,Gabor Csardi
038813.html,[Rd] solving nonlinear equations,38813,HAKAN DEMIRTAS
038833.html,[Rd] uniroot arguments (PR#9140),38833,Peter Dalgaard
038944.html,[Rd] Set Repositories problem in R2.4.0,38944,Peter Dalgaard
038823.html,[Rd] sort() generic? [Re: Suspicious behaviour of sort on	POSIXct ..],38823,"Dannenberg, Alex"
038723.html,[Rd] building windows packages under	wine/linux	and	cross-compiling.,38723,Sean Davis
038698.html,[Rd] Install R-patched_2006-07-13 on i386-pc-solaris2.10 with	Sun Studio 11,38698,Latchezar Dimitrov
039007.html,[Rd] &quot;+&quot; for character method...,39007,Latchezar Dimitrov
039014.html,[Rd] &quot;+&quot; for character method...,39014,Latchezar Dimitrov
039016.html,[Rd] &quot;+&quot; for character method...,39016,Latchezar Dimitrov
038964.html,[Rd] Strict seq: a recommendation,38964,Bill Dunlap
039001.html,[Rd] &quot;+&quot; for character method...,39001,Bill Dunlap
038785.html,[Rd] Customized Makefiles (C++ and R),38785,Dirk Eddelbuettel
038872.html,[Rd] Using TCP/IP sockets in R,38872,Dirk Eddelbuettel
042447.html,[Rd]  &quot;Enhances&quot;  (Was: 'CanMakeUseOf' field),42447,Dirk Eddelbuettel
039019.html,[Rd] power analysis for sample size calculations,39019,Marjo en Edwin
038693.html,[Rd] Structure of the object: list() and attr(),38693,Seth Falcon
038724.html,[Rd] C Entry Points,38724,Seth Falcon
038761.html,[Rd] building windows packages under wine/linux	and	cross-compiling.,38761,Seth Falcon
038799.html,[Rd] StringFromInteger made private in r38652,38799,Seth Falcon
038802.html,[Rd] [R] C Entry Points,38802,Seth Falcon
038812.html,[Rd] StringFromInteger made private in r38652,38812,Seth Falcon
038821.html,[Rd] unique.default() drops names (PR#9130),38821,Seth Falcon
038847.html,[Rd] bypassing SET_DIM checking,38847,Seth Falcon
038919.html,[Rd] Pb with contrib.url() (PR#9131),38919,Seth Falcon
038920.html,[Rd] S4 'object is not subsettable' in prototype,38920,Seth Falcon
038927.html,[Rd] How to let 'R CMD check' see local libraries,38927,Seth Falcon
038936.html,[Rd] S4 'object is not subsettable' in prototype,38936,Seth Falcon
042397.html,[Rd] PATCH: Add fields argument to installed.packages and	available.packages,42397,Seth Falcon
042409.html,[Rd] PATCH: Add fields argument to installed.packages and	available.packages,42409,Seth Falcon
042416.html,[Rd] 'CanMakeUseOf' field,42416,Seth Falcon
042420.html,[Rd] 'CanMakeUseOf' field,42420,Seth Falcon
042449.html,[Rd] 'CanMakeUseOf' field,42449,Seth Falcon
042452.html,[Rd] &quot;Enhances&quot;,42452,Seth Falcon
042454.html,[Rd] Duplicated definition of helper in available.packages,42454,Seth Falcon
042462.html,[Rd] S4 Methods dispatch,42462,Seth Falcon
042467.html,[Rd] S4 Methods dispatch,42467,Seth Falcon
042486.html,[Rd] 'CanMakeUseOf' field,42486,Seth Falcon
038767.html,[Rd] How to prepare/submit packages with external dependency?,38767,Andrew Finley
038770.html,[Rd] How to prepare/submit packages with external dependency?,38770,Andrew Finley
038914.html,[Rd] not a typo in list.Rd,38914,Romain Francois
038968.html,[Rd] S3 fonctions for object of S4 class,38968,Parlamis Franklin
038995.html,[Rd] S4 methods for &quot;+&quot;,38995,Parlamis Franklin
038848.html,[Rd] configure on mac,38848,Robert Gentleman
038938.html,[Rd] S4 'object is not subsettable' in prototype,38938,Robert Gentleman
042396.html,[Rd] [R] Bug/problem reporting: Possible to modify posting guide FAQ?,42396,Robert Gentleman
038824.html,[Rd] S4 Classes,38824,Daniel Gerlanc
042406.html,[Rd] PATCH: Add fields argument to	installed.packages	and	available.packages,42406,Paul Gilbert
042418.html,[Rd] 'CanMakeUseOf' field  [was &quot;.. Add 'fields' argument ..],42418,Paul Gilbert
042421.html,[Rd] 'CanMakeUseOf' field,42421,Paul Gilbert
042424.html,[Rd] 'CanMakeUseOf' field,42424,Paul Gilbert
042457.html,[Rd] 'CanMakeUseOf' field,42457,Paul Gilbert
042466.html,[Rd] 'CanMakeUseOf' field,42466,Paul Gilbert
038816.html,[Rd] unique.default() drops names (PR#9130),38816,Gregor Gorjanc
038825.html,[Rd] unique.default() drops names (PR#9130),38825,Gregor Gorjanc
038886.html,[Rd] Error in options(...) : invalid continue parameter,38886,Gregor Gorjanc
038904.html,[Rd] Small typo in list.Rd,38904,Gregor Gorjanc
038909.html,[Rd] Small typo in list.Rd,38909,Gregor Gorjanc
038934.html,[Rd] Wishlist: add mapply to lapply,38934,Gregor Gorjanc
038935.html,[Rd] Byte size in human readable format,38935,Gregor Gorjanc
038950.html,[Rd] Small &quot;typo&quot; in R/src/library/grDevices/man/postscript.Rd,38950,Gregor Gorjanc
